"REF_DATE","GEO","DGUID","Age group","Sex","Indicators","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018","Ontario","2016A000235","35 to 49 years","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110809024","7.4.2.1.6","71.3","","","","1"
"2019","Ontario","2016A000235","35 to 49 years","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110809024","7.4.2.1.6","69.8","","","","1"
"2020","Ontario","2016A000235","35 to 49 years","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110809024","7.4.2.1.6","72.1","","","","1"
"2021","Ontario","2016A000235","35 to 49 years","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110809024","7.4.2.1.6","67.0","","","","1"
"2015","Ontario","2016A000235","35 to 49 years","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110809204","7.4.3.1.4","59.7","","","","1"
"2016","Ontario","2016A000235","35 to 49 years","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110809204","7.4.3.1.4","62.5","","","","1"
"2017","Ontario","2016A000235","35 to 49 years","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110809204","7.4.3.1.4","64.0","","","","1"
"2018","Ontario","2016A000235","35 to 49 years","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110809204","7.4.3.1.4","62.2","","","","1"
"2019","Ontario","2016A000235","35 to 49 years","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110809204","7.4.3.1.4","63.0","","","","1"
"2020","Ontario","2016A000235","35 to 49 years","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110809204","7.4.3.1.4","65.1","","","","1"
"2021","Ontario","2016A000235","35 to 49 years","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110809204","7.4.3.1.4","61.3","","","","1"
"2015","Ontario","2016A000235","35 to 49 years","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110809205","7.4.3.1.5","55.6","","","","1"
"2016","Ontario","2016A000235","35 to 49 years","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110809205","7.4.3.1.5","58.6","","","","1"
"2017","Ontario","2016A000235","35 to 49 years","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110809205","7.4.3.1.5","60.3","","","","1"
"2018","Ontario","2016A000235","35 to 49 years","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110809205","7.4.3.1.5","58.0","","","","1"
"2019","Ontario","2016A000235","35 to 49 years","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110809205","7.4.3.1.5","59.5","","","","1"
"2020","Ontario","2016A000235","35 to 49 years","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110809205","7.4.3.1.5","61.0","","","","1"
"2021","Ontario","2016A000235","35 to 49 years","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110809205","7.4.3.1.5","57.0","","","","1"
"2015","Ontario","2016A000235","35 to 49 years","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110809206","7.4.3.1.6","63.8","","","","1"
"2016","Ontario","2016A000235","35 to 49 years","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110809206","7.4.3.1.6","66.2","","","","1"
"2017","Ontario","2016A000235","35 to 49 years","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110809206","7.4.3.1.6","67.4","","","","1"
"2018","Ontario","2016A000235","35 to 49 years","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110809206","7.4.3.1.6","66.2","","","","1"
"2019","Ontario","2016A000235","35 to 49 years","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110809206","7.4.3.1.6","66.3","","","","1"
"2020","Ontario","2016A000235","35 to 49 years","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110809206","7.4.3.1.6","69.0","","","","1"
"2021","Ontario","2016A000235","35 to 49 years","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110809206","7.4.3.1.6","65.4","","","","1"
"2015","Ontario","2016A000235","50 to 64 years","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110809386","7.5.1.1.4","55.5","","","","1"
"2016","Ontario","2016A000235","50 to 64 years","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110809386","7.5.1.1.4","54.7","","","","1"
"2017","Ontario","2016A000235","50 to 64 years","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110809386","7.5.1.1.4","52.7","","","","1"
"2018","Ontario","2016A000235","50 to 64 years","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110809386","7.5.1.1.4","56.8","","","","1"
"2019","Ontario","2016A000235","50 to 64 years","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110809386","7.5.1.1.4","56.6","","","","1"
"2020","Ontario","2016A000235","50 to 64 years","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110809386","7.5.1.1.4","59.2","","","","1"
"2021","Ontario","2016A000235","50 to 64 years","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110809386","7.5.1.1.4","57.3","","","","1"
"2015","Ontario","2016A000235","50 to 64 years","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110809387","7.5.1.1.5","52.8","","","","1"
"2016","Ontario","2016A000235","50 to 64 years","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110809387","7.5.1.1.5","52.1","","","","1"
"2017","Ontario","2016A000235","50 to 64 years","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110809387","7.5.1.1.5","50.0","","","","1"
"2018","Ontario","2016A000235","50 to 64 years","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110809387","7.5.1.1.5","53.9","","","","1"
"2019","Ontario","2016A000235","50 to 64 years","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110809387","7.5.1.1.5","54.0","","","","1"
"2020","Ontario","2016A000235","50 to 64 years","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110809387","7.5.1.1.5","56.0","","","","1"
"2021","Ontario","2016A000235","50 to 64 years","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110809387","7.5.1.1.5","54.3","","","","1"
"2015","Ontario","2016A000235","50 to 64 years","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110809388","7.5.1.1.6","58.1","","","","1"
"2016","Ontario","2016A000235","50 to 64 years","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110809388","7.5.1.1.6","57.4","","","","1"
"2017","Ontario","2016A000235","50 to 64 years","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110809388","7.5.1.1.6","55.4","","","","1"
"2018","Ontario","2016A000235","50 to 64 years","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110809388","7.5.1.1.6","59.7","","","","1"
"2019","Ontario","2016A000235","50 to 64 years","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110809388","7.5.1.1.6","59.1","","","","1"
"2020","Ontario","2016A000235","50 to 64 years","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110809388","7.5.1.1.6","62.4","","","","1"
"2021","Ontario","2016A000235","50 to 64 years","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110809388","7.5.1.1.6","60.3","","","","1"
"2015","Ontario","2016A000235","50 to 64 years","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110809568","7.5.2.1.4","56.4","","","","1"
"2016","Ontario","2016A000235","50 to 64 years","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110809568","7.5.2.1.4","53.4","","","","1"
"2017","Ontario","2016A000235","50 to 64 years","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110809568","7.5.2.1.4","51.7","","","","1"
"2018","Ontario","2016A000235","50 to 64 years","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110809568","7.5.2.1.4","54.8","","","","1"
"2019","Ontario","2016A000235","50 to 64 years","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110809568","7.5.2.1.4","56.0","","","","1"
"2020","Ontario","2016A000235","50 to 64 years","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110809568","7.5.2.1.4","60.9","","","","1"
"2021","Ontario","2016A000235","50 to 64 years","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110809568","7.5.2.1.4","58.7","","","","1"
"2015","Ontario","2016A000235","50 to 64 years","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110809569","7.5.2.1.5","52.5","","","","1"
"2016","Ontario","2016A000235","50 to 64 years","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110809569","7.5.2.1.5","49.9","","","","1"
"2017","Ontario","2016A000235","50 to 64 years","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110809569","7.5.2.1.5","47.8","","","","1"
"2018","Ontario","2016A000235","50 to 64 years","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110809569","7.5.2.1.5","50.7","","","","1"
"2019","Ontario","2016A000235","50 to 64 years","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110809569","7.5.2.1.5","52.3","","","","1"
"2020","Ontario","2016A000235","50 to 64 years","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110809569","7.5.2.1.5","56.5","","","","1"
"2021","Ontario","2016A000235","50 to 64 years","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110809569","7.5.2.1.5","54.2","","","","1"
"2015","Ontario","2016A000235","50 to 64 years","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110809570","7.5.2.1.6","60.4","","","","1"
"2016","Ontario","2016A000235","50 to 64 years","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110809570","7.5.2.1.6","57.0","","","","1"
"2017","Ontario","2016A000235","50 to 64 years","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110809570","7.5.2.1.6","55.5","","","","1"
"2018","Ontario","2016A000235","50 to 64 years","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110809570","7.5.2.1.6","58.8","","","","1"
"2019","Ontario","2016A000235","50 to 64 years","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110809570","7.5.2.1.6","59.8","","","","1"
"2020","Ontario","2016A000235","50 to 64 years","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110809570","7.5.2.1.6","65.2","","","","1"
"2021","Ontario","2016A000235","50 to 64 years","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110809570","7.5.2.1.6","63.0","","","","1"
"2015","Ontario","2016A000235","50 to 64 years","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110809750","7.5.3.1.4","54.5","","","","1"
"2016","Ontario","2016A000235","50 to 64 years","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110809750","7.5.3.1.4","56.0","","","","1"
"2017","Ontario","2016A000235","50 to 64 years","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110809750","7.5.3.1.4","53.7","","","","1"
"2018","Ontario","2016A000235","50 to 64 years","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110809750","7.5.3.1.4","58.9","","","","1"
"2019","Ontario","2016A000235","50 to 64 years","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110809750","7.5.3.1.4","57.1","","","","1"
"2020","Ontario","2016A000235","50 to 64 years","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110809750","7.5.3.1.4","57.6","","","","1"
"2021","Ontario","2016A000235","50 to 64 years","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110809750","7.5.3.1.4","56.1","","","","1"
"2015","Ontario","2016A000235","50 to 64 years","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110809751","7.5.3.1.5","50.9","","","","1"
"2016","Ontario","2016A000235","50 to 64 years","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110809751","7.5.3.1.5","52.3","","","","1"
"2017","Ontario","2016A000235","50 to 64 years","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110809751","7.5.3.1.5","50.0","","","","1"
"2018","Ontario","2016A000235","50 to 64 years","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110809751","7.5.3.1.5","54.9","","","","1"
"2019","Ontario","2016A000235","50 to 64 years","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110809751","7.5.3.1.5","53.5","","","","1"
"2020","Ontario","2016A000235","50 to 64 years","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110809751","7.5.3.1.5","53.1","","","","1"
"2021","Ontario","2016A000235","50 to 64 years","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110809751","7.5.3.1.5","51.9","","","","1"
"2015","Ontario","2016A000235","50 to 64 years","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110809752","7.5.3.1.6","58.1","","","","1"
"2016","Ontario","2016A000235","50 to 64 years","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110809752","7.5.3.1.6","59.6","","","","1"
"2017","Ontario","2016A000235","50 to 64 years","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110809752","7.5.3.1.6","57.4","","","","1"
"2018","Ontario","2016A000235","50 to 64 years","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110809752","7.5.3.1.6","62.7","","","","1"
"2019","Ontario","2016A000235","50 to 64 years","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110809752","7.5.3.1.6","60.5","","","","1"
"2020","Ontario","2016A000235","50 to 64 years","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110809752","7.5.3.1.6","62.0","","","","1"
"2021","Ontario","2016A000235","50 to 64 years","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110809752","7.5.3.1.6","60.1","","","","1"
"2015","Ontario","2016A000235","65 years and over","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110809932","7.6.1.1.4","47.3","","","","1"
"2016","Ontario","2016A000235","65 years and over","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110809932","7.6.1.1.4","45.9","","","","1"
"2017","Ontario","2016A000235","65 years and over","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110809932","7.6.1.1.4","45.9","","","","1"
"2018","Ontario","2016A000235","65 years and over","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110809932","7.6.1.1.4","47.8","","","","1"
"2019","Ontario","2016A000235","65 years and over","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110809932","7.6.1.1.4","48.1","","","","1"
"2020","Ontario","2016A000235","65 years and over","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110809932","7.6.1.1.4","49.2","","","","1"
"2021","Ontario","2016A000235","65 years and over","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110809932","7.6.1.1.4","47.6","","","","1"
"2015","Ontario","2016A000235","65 years and over","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110809933","7.6.1.1.5","44.9","","","","1"
"2016","Ontario","2016A000235","65 years and over","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110809933","7.6.1.1.5","43.3","","","","1"
"2017","Ontario","2016A000235","65 years and over","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110809933","7.6.1.1.5","43.6","","","","1"
"2018","Ontario","2016A000235","65 years and over","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110809933","7.6.1.1.5","45.3","","","","1"
"2019","Ontario","2016A000235","65 years and over","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110809933","7.6.1.1.5","46.1","","","","1"
"2020","Ontario","2016A000235","65 years and over","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110809933","7.6.1.1.5","47.1","","","","1"
"2021","Ontario","2016A000235","65 years and over","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110809933","7.6.1.1.5","45.5","","","","1"
"2015","Ontario","2016A000235","65 years and over","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110809934","7.6.1.1.6","49.7","","","","1"
"2016","Ontario","2016A000235","65 years and over","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110809934","7.6.1.1.6","48.4","","","","1"
"2017","Ontario","2016A000235","65 years and over","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110809934","7.6.1.1.6","48.2","","","","1"
"2018","Ontario","2016A000235","65 years and over","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110809934","7.6.1.1.6","50.2","","","","1"
"2019","Ontario","2016A000235","65 years and over","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110809934","7.6.1.1.6","50.1","","","","1"
"2020","Ontario","2016A000235","65 years and over","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110809934","7.6.1.1.6","51.4","","","","1"
"2021","Ontario","2016A000235","65 years and over","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110809934","7.6.1.1.6","49.9","","","","1"
"2015","Ontario","2016A000235","65 years and over","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110810114","7.6.2.1.4","47.5","","","","1"
"2016","Ontario","2016A000235","65 years and over","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110810114","7.6.2.1.4","46.2","","","","1"
"2017","Ontario","2016A000235","65 years and over","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110810114","7.6.2.1.4","44.0","","","","1"
"2018","Ontario","2016A000235","65 years and over","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110810114","7.6.2.1.4","47.0","","","","1"
"2019","Ontario","2016A000235","65 years and over","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110810114","7.6.2.1.4","47.1","","","","1"
"2020","Ontario","2016A000235","65 years and over","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110810114","7.6.2.1.4","48.7","","","","1"
"2021","Ontario","2016A000235","65 years and over","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110810114","7.6.2.1.4","46.4","","","","1"
"2015","Ontario","2016A000235","65 years and over","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110810115","7.6.2.1.5","43.9","","","","1"
"2016","Ontario","2016A000235","65 years and over","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110810115","7.6.2.1.5","42.5","","","","1"
"2017","Ontario","2016A000235","65 years and over","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110810115","7.6.2.1.5","41.0","","","","1"
"2018","Ontario","2016A000235","65 years and over","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110810115","7.6.2.1.5","43.4","","","","1"
"2019","Ontario","2016A000235","65 years and over","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110810115","7.6.2.1.5","44.3","","","","1"
"2020","Ontario","2016A000235","65 years and over","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110810115","7.6.2.1.5","45.5","","","","1"
"2021","Ontario","2016A000235","65 years and over","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110810115","7.6.2.1.5","43.2","","","","1"
"2015","Ontario","2016A000235","65 years and over","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110810116","7.6.2.1.6","51.1","","","","1"
"2016","Ontario","2016A000235","65 years and over","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110810116","7.6.2.1.6","50.0","","","","1"
"2017","Ontario","2016A000235","65 years and over","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110810116","7.6.2.1.6","47.1","","","","1"
"2018","Ontario","2016A000235","65 years and over","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110810116","7.6.2.1.6","50.6","","","","1"
"2019","Ontario","2016A000235","65 years and over","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110810116","7.6.2.1.6","49.9","","","","1"
"2020","Ontario","2016A000235","65 years and over","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110810116","7.6.2.1.6","52.0","","","","1"
"2021","Ontario","2016A000235","65 years and over","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110810116","7.6.2.1.6","49.7","","","","1"
"2015","Ontario","2016A000235","65 years and over","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110810296","7.6.3.1.4","47.2","","","","1"
"2016","Ontario","2016A000235","65 years and over","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110810296","7.6.3.1.4","45.6","","","","1"
"2017","Ontario","2016A000235","65 years and over","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110810296","7.6.3.1.4","47.5","","","","1"
"2018","Ontario","2016A000235","65 years and over","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110810296","7.6.3.1.4","48.4","","","","1"
"2019","Ontario","2016A000235","65 years and over","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110810296","7.6.3.1.4","48.9","","","","1"
"2020","Ontario","2016A000235","65 years and over","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110810296","7.6.3.1.4","49.7","","","","1"
"2021","Ontario","2016A000235","65 years and over","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110810296","7.6.3.1.4","48.7","","","","1"
"2015","Ontario","2016A000235","65 years and over","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110810297","7.6.3.1.5","43.9","","","","1"
"2016","Ontario","2016A000235","65 years and over","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110810297","7.6.3.1.5","42.3","","","","1"
"2017","Ontario","2016A000235","65 years and over","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110810297","7.6.3.1.5","44.2","","","","1"
"2018","Ontario","2016A000235","65 years and over","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110810297","7.6.3.1.5","45.1","","","","1"
"2019","Ontario","2016A000235","65 years and over","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110810297","7.6.3.1.5","46.1","","","","1"
"2020","Ontario","2016A000235","65 years and over","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110810297","7.6.3.1.5","46.7","","","","1"
"2021","Ontario","2016A000235","65 years and over","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110810297","7.6.3.1.5","45.7","","","","1"
"2015","Ontario","2016A000235","65 years and over","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110810298","7.6.3.1.6","50.5","","","","1"
"2016","Ontario","2016A000235","65 years and over","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110810298","7.6.3.1.6","48.9","","","","1"
"2017","Ontario","2016A000235","65 years and over","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110810298","7.6.3.1.6","50.7","","","","1"
"2018","Ontario","2016A000235","65 years and over","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110810298","7.6.3.1.6","51.8","","","","1"
"2019","Ontario","2016A000235","65 years and over","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110810298","7.6.3.1.6","51.7","","","","1"
"2020","Ontario","2016A000235","65 years and over","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110810298","7.6.3.1.6","52.6","","","","1"
"2021","Ontario","2016A000235","65 years and over","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110810298","7.6.3.1.6","51.7","","","","1"
"2015","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110810478","8.1.1.1.4","60.4","","","","1"
"2016","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110810478","8.1.1.1.4","60.1","","","","1"
"2017","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110810478","8.1.1.1.4","60.9","","","","1"
"2018","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110810478","8.1.1.1.4","59.3","","","","1"
"2019","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110810478","8.1.1.1.4","60.6","","","","1"
"2020","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110810478","8.1.1.1.4","59.7","","","","1"
"2021","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110810478","8.1.1.1.4","59.5","","","","1"
"2015","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110810479","8.1.1.1.5","57.9","","","","1"
"2016","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110810479","8.1.1.1.5","57.6","","","","1"
"2017","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110810479","8.1.1.1.5","58.2","","","","1"
"2018","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110810479","8.1.1.1.5","56.6","","","","1"
"2019","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110810479","8.1.1.1.5","57.7","","","","1"
